Order_ID,Customer_Location,Restaurant_Location,Distance,Weather_Conditions,Traffic_Conditions,Delivery_Person_Experience,Order_Priority,Order_Time,Vehicle_Type,Restaurant_Rating,Customer_Rating,Delivery_Time,Order_Cost,Tip_Amount,Air_Pollution_Index,Water_Pollution_Index,Soil_Pollution_Index,CO2_Emissions,Industrial_Waste_in_tons,Energy_Consumption,Population,Energy_Recovery_GWh,Country,Year,Energy_Consumption_per_Capita,Total_Pollution_Index,Pollution_Severity
ORD0011,"(13.516083, 77.368398)","(21.043034, 80.024796)",18.34,Rainy,High,7,Low,Afternoon,Car,3.5,3.6,34.68,233.22,31.02,203.4044,155.5,95.8666,159.0078,9.2682,483.41,216100,110.20859,"(13.516083, 77.368398)",2024,0.002236973623322536,454.771,Medium
ORD0012,"(21.81819, 81.305941)","(19.321344, 80.471393)",3.04,Sunny,Low,7,High,Afternoon,Bike,3.5,3.4,106.88,908.48,59.47,202.8096,77.4,69.1494,81.22879999999999,30.4608,515.04,476502,98.87961,"(21.81819, 81.305941)",2024,0.0010808768903383405,349.35900000000004,Low
ORD0013,"(15.800841, 79.0468)","(19.299898, 77.014496)",1.34,Snowy,Low,7,High,Morning,Bicycle,4.0,4.7,23.12,1846.92,11.85,82.33840000000001,84.30000000000001,66.6926,7.7452000000000005,23.093200000000003,950.26,198246,60.80269,"(15.800841, 79.0468)",2024,0.0047933375704932255,233.33100000000002,Low
ORD0014,"(17.328378, 81.85932)","(21.881675, 82.349324)",0.87,Cloudy,High,1,Medium,Evening,Bike,2.5,4.3,55.43,822.34,52.21,106.55179999999999,63.75,54.255199999999995,12.056025,19.3094,428.57,328779,60.57757999999998,"(17.328378, 81.85932)",2024,0.0013035199936735618,224.557,Low
ORD0015,"(12.865312, 81.430712)","(16.452125, 83.164956)",10.07,Cloudy,Low,6,Medium,Evening,Car,4.9,3.3,29.29,393.48,54.76,132.3646,125.75,79.4644,73.737575,9.7928,398.14,177471,80.69615999999999,"(12.865312, 81.430712)",2024,0.0022434087822799215,337.579,Low
ORD0016,"(14.62525, 78.17385)","(12.069338, 80.962928)",20.73,Snowy,Medium,7,High,Morning,Car,3.7,3.4,50.11,972.65,46.41,260.45799999999997,167.85,135.3045,259.695075,19.7485,900.925,253516,139.90247499999998,"(14.62525, 78.17385)",2024,0.0035537204752362768,563.6125,High
ORD0017,"(21.621044, 83.330567)","(12.736908, 77.460086)",14.02,Rainy,High,1,Medium,Morning,Bike,4.4,4.2,17.53,494.63,23.5,148.34759999999997,147.7,82.6689,61.44265,8.452300000000001,527.7149999999999,139988,89.82553499999999,"(21.621044, 83.330567)",2024,0.0037697159756550557,378.7165,Medium
ORD0018,"(13.110016, 81.85359)","(16.175275, 81.118374)",4.74,Sunny,High,2,Low,Afternoon,Bike,2.5,4.6,79.64,180.42,93.69,160.98839999999998,85.5,71.2176,94.3734,17.7322,185.01,265787,83.17204,"(13.110016, 81.85359)",2024,0.0006960837061255817,317.706,Low
ORD0019,"(20.445084, 79.190647)","(12.511262, 82.796889)",8.61,Sunny,Medium,5,Low,Afternoon,Bike,2.9,4.6,41.29,1151.97,51.88,153.8544,108.85,94.9391,88.876725,19.777700000000003,748.185,473022,90.078265,"(20.445084, 79.190647)",2024,0.0015817129013026877,357.64349999999996,Low
ORD0020,"(15.372184, 81.192175)","(13.79455, 78.669119)",13.65,Snowy,High,9,Low,Afternoon,Car,2.9,4.0,105.53,1813.25,13.43,303.76,129.25,115.7125,360.121125,39.2385,1179.625,250910,150.03027500000002,"(15.372184, 81.192175)",2024,0.004701386951496553,548.7225,High
ORD0021,"(20.391596, 78.35831)","(13.595826, 87.437759)",19.26,Cloudy,Medium,10,Low,Morning,Bike,4.0,3.4,43.19,1378.89,99.58,246.4428,163.5,168.19670000000002,207.95985000000002,22.426900000000003,1074.645,418308,140.83310500000002,"(20.391596, 78.35831)",2024,0.002569028084569265,578.1395,High
ORD0022,"(20.90434, 77.535905)","(14.054784, 84.733876)",5.18,Sunny,Medium,7,High,Evening,Bike,4.3,2.8,39.7,1393.22,48.67,128.8544,91.30000000000001,86.85159999999999,51.411500000000004,21.8722,800.21,302510,78.69294,"(20.90434, 77.535905)",2024,0.0026452348682688177,307.006,Low
ORD0023,"(20.755161, 80.352103)","(17.361127, 79.954404)",7.14,Cloudy,High,5,Low,Morning,Bicycle,3.6,3.4,98.27,238.22,1.71,209.2894,98.89999999999999,36.5616,175.41195,22.0362,261.90999999999997,403148,96.86554000000001,"(20.755161, 80.352103)",2024,0.000649662158810164,344.751,Low
ORD0024,"(14.702472, 87.730108)","(15.846967, 78.528528)",5.58,Rainy,Low,1,Medium,Evening,Bike,2.8,3.1,32.22,1966.58,46.07,132.3016,80.7,104.35239999999999,44.9469,26.1098,1094.8899999999999,483401,81.92726,"(14.702472, 87.730108)",2024,0.0022649725590141515,317.354,Low
ORD0025,"(17.731821, 80.929601)","(14.154959, 86.969719)",11.06,Sunny,Medium,5,Medium,Evening,Bike,3.1,4.6,105.6,1888.02,21.64,284.6404,123.10000000000001,111.70060000000001,291.984,40.0002,1165.21,356446,142.76729,"(17.731821, 80.929601)",2024,0.003268966407253834,519.441,High
ORD0026,"(18.407158, 83.443782)","(20.356516, 87.150792)",3.61,Rainy,Low,7,High,Afternoon,Car,3.6,4.4,80.74,1028.4,61.68,170.558,89.25,76.132,72.86784999999999,26.432000000000002,586.4000000000001,110155,91.00999999999999,"(18.407158, 83.443782)",2024,0.005323407925196315,335.94,Low
ORD0027,"(21.852091, 81.820285)","(12.73781, 86.919703)",2.76,Cloudy,Medium,2,Medium,Afternoon,Bicycle,4.0,3.4,22.99,1683.47,36.8,90.2344,81.0,79.94409999999999,15.863099999999998,21.4327,896.9350000000001,388213,63.835015,"(21.852091, 81.820285)",2024,0.0023104197953185495,251.17849999999999,Low
ORD0028,"(20.974232, 80.728561)","(13.820324, 85.504206)",8.29,Rainy,Medium,5,Medium,Evening,Car,4.7,2.8,102.31,853.04,75.07,236.8458,110.85,96.2862,212.03747499999997,28.992400000000004,592.3199999999999,390871,119.26363,"(20.974232, 80.728561)",2024,0.0015153848712234981,443.98199999999997,Medium
ORD0029,"(15.605301, 84.813409)","(20.08949, 77.152126)",7.17,Snowy,Low,3,Medium,Afternoon,Bike,4.6,2.6,40.22,261.98,48.61,122.9296,102.64999999999999,60.8444,72.09434999999999,10.6638,274.39,205116,70.80105999999999,"(15.605301, 84.813409)",2024,0.0013377308449852765,286.424,Low
ORD0030,"(20.091229, 80.580827)","(14.156297, 84.191408)",4.87,Sunny,Low,10,Medium,Evening,Bike,2.8,4.4,34.47,1022.85,22.82,111.12199999999999,87.55000000000001,61.575500000000005,41.967225,17.122500000000002,608.825,304528,66.93192499999999,"(20.091229, 80.580827)",2024,0.001999241449062155,260.2475,Low
ORD0031,"(17.012613, 78.845912)","(14.558344, 77.803961)",24.1,Sunny,High,5,High,Morning,Bicycle,2.5,2.6,87.96,1528.96,54.55,355.3192,166.3,169.5438,529.959,32.8816,1246.48,304004,178.43997,"(17.012613, 78.845912)",2024,0.004100209207773582,691.1630000000001,High
ORD0032,"(20.287421, 78.348979)","(18.448297, 78.690502)",12.59,Rainy,Low,9,Medium,Afternoon,Bicycle,4.0,3.9,18.89,1318.53,63.27,155.4256,134.15,121.5509,59.456275,16.9633,911.065,62951,98.475635,"(20.287421, 78.348979)",2024,0.014472605677431654,411.1265,Medium
ORD0033,"(18.793881, 82.333879)","(14.881524, 83.580509)",8.84,Cloudy,Low,6,High,Afternoon,Bicycle,2.5,3.2,66.84,132.05,23.67,173.621,94.80000000000001,51.1565,147.7164,14.688500000000003,242.82500000000002,93930,84.595175,"(18.793881, 82.333879)",2024,0.002585169807303311,319.57750000000004,Low
ORD0034,"(19.831199, 79.788236)","(13.444446, 79.520149)",9.51,Cloudy,Medium,9,High,Evening,Bicycle,2.9,2.8,67.53,1310.61,73.72,203.5872,98.94999999999999,114.2183,160.552575,26.612099999999998,845.5049999999999,82592,108.643745,"(19.831199, 79.788236)",2024,0.01023712950406819,416.7555,Medium
ORD0035,"(21.746569, 77.152905)","(17.186588, 86.942375)",8.47,Sunny,High,3,High,Evening,Car,4.8,4.8,106.37,1762.75,4.28,262.57,128.75,88.9025,225.23847500000002,38.9015,1050.775,434891,133.416975,"(21.746569, 77.152905)",2024,0.0024161801462895304,480.22249999999997,Medium
ORD0036,"(18.214891, 82.606697)","(14.159996, 86.423698)",23.23,Sunny,High,3,Low,Morning,Bicycle,3.2,3.8,61.59,807.09,1.44,294.3668,178.55,117.8527,357.68392500000004,20.3889,868.145,474813,149.853505,"(18.214891, 82.606697)",2024,0.001828393493859688,590.7695,High
ORD0037,"(14.850875, 78.609187)","(18.056226, 79.16055)",16.45,Cloudy,Medium,5,Medium,Evening,Bicycle,2.8,4.6,71.81,303.78,90.85,245.3906,147.05,120.3384,295.318625,17.399800000000003,480.89,107793,128.03786000000002,"(14.850875, 78.609187)",2024,0.0044612358873025145,512.779,High
ORD0038,"(14.884442, 79.422718)","(19.142611, 79.034599)",16.64,Snowy,Low,9,Low,Night,Bike,4.6,3.7,66.11,1327.03,15.58,258.8256,158.79999999999998,114.1609,275.0176,26.4923,996.315,391741,137.128735,"(14.884442, 79.422718)",2024,0.002543300292795495,531.7864999999999,High
ORD0039,"(17.690598, 83.089253)","(12.165091, 82.24713)",4.79,Sunny,Low,9,Medium,Afternoon,Car,3.9,3.3,59.42,443.28,4.8,136.3156,89.35,34.8584,71.15545,16.3168,317.44,476547,70.52016,"(17.690598, 83.089253)",2024,0.0006661252720088469,260.524,Low
ORD0040,"(21.941596, 85.76634)","(20.060287, 85.547677)",2.33,Snowy,Medium,1,Medium,Evening,Bike,2.5,3.9,94.66,412.31,70.45,168.87619999999998,67.85,56.914300000000004,55.13945,23.0551,252.755,471617,81.99204499999999,"(21.941596, 85.76634)",2024,0.0005359327589972372,293.6405,Low
ORD0041,"(16.426728, 79.20455)","(19.481325, 79.353291)",7.87,Snowy,Medium,8,High,Evening,Bike,4.4,3.5,39.37,497.76,39.87,131.97019999999998,111.35,66.34779999999999,77.460475,12.8516,406.28,209910,76.95387,"(16.426728, 79.20455)",2024,0.001935496165023105,309.66799999999995,Low
ORD0042,"(12.439207, 86.374354)","(12.744838, 84.520444)",8.97,Cloudy,High,7,Medium,Evening,Bicycle,4.6,4.1,106.23,360.86,70.19,238.3222,123.64999999999999,81.80080000000001,238.22077500000003,24.8546,359.83000000000004,254893,118.43862000000001,"(12.439207, 86.374354)",2024,0.0014116903955777524,443.773,Medium
ORD0043,"(17.374095, 85.883475)","(14.740708, 87.492437)",5.27,Rainy,Medium,9,Medium,Evening,Car,4.7,3.1,80.66,997.01,33.28,183.09019999999998,98.14999999999999,67.6303,106.26954999999998,26.1021,603.905,236766,95.14244500000001,"(17.374095, 85.883475)",2024,0.002550640716994839,348.8705,Low
ORD0044,"(16.09293, 83.497623)","(14.216243, 82.909317)",2.72,Sunny,Medium,2,High,Afternoon,Car,3.8,4.1,100.79,1606.4,50.81,205.07299999999998,84.4,84.477,68.53720000000001,36.222,857.6,247033,105.56224999999998,"(16.09293, 83.497623)",2024,0.0034716009601956014,373.94999999999993,Low
ORD0045,"(13.276315, 83.081724)","(16.065326, 82.663951)",6.54,Sunny,High,7,High,Evening,Car,4.2,3.8,78.07,1732.01,38.99,204.06519999999998,105.1,97.61529999999999,127.64444999999999,32.9341,996.8050000000001,280435,110.05549499999998,"(13.276315, 83.081724)",2024,0.0035544956941893848,406.78049999999996,Medium
ORD0046,"(14.334146, 86.906413)","(15.405122, 77.677359)",12.44,Rainy,Low,3,Medium,Night,Bike,4.1,3.0,28.39,849.05,64.72,159.08599999999998,127.19999999999999,107.5915,88.2929,14.1685,673.3249999999999,277950,94.97192499999998,"(14.334146, 86.906413)",2024,0.002422468069796726,393.87749999999994,Medium
ORD0047,"(12.628599, 87.09608)","(15.378239, 87.153181)",3.92,Snowy,Low,10,Medium,Afternoon,Bicycle,3.9,4.0,98.89,1305.93,21.49,205.8136,90.6,65.6029,96.9122,32.8373,731.365,90696,102.83943500000001,"(12.628599, 87.09608)",2024,0.00806391682102849,362.01649999999995,Low
ORD0048,"(20.407941, 82.416335)","(19.834406, 86.147854)",8.23,Rainy,Low,10,High,Evening,Bicycle,2.9,2.9,113.45,925.63,3.32,254.5276,93.35000000000001,62.3489,233.42337500000002,31.9463,627.415,494817,117.15913499999999,"(20.407941, 82.416335)",2024,0.0012679738165826961,410.22650000000004,Medium
ORD0049,"(21.878381, 80.343123)","(12.233726, 78.803931)",15.87,Snowy,Medium,7,Medium,Afternoon,Bike,3.2,3.6,73.72,477.39,36.23,247.0878,140.15,95.91669999999999,292.48409999999996,19.5179,556.095,340735,124.351005,"(21.878381, 80.343123)",2024,0.0016320454312001996,483.1545,Medium
ORD0050,"(15.667688, 85.451696)","(18.000511, 86.990308)",22.31,Cloudy,High,3,Medium,Night,Bicycle,4.9,4.5,59.07,540.74,39.49,277.89979999999997,196.55,125.2072,329.462925,17.2214,716.5699999999999,308784,148.34958,"(15.667688, 85.451696)",2024,0.0023206189439867347,599.6569999999999,High
ORD0051,"(12.554543, 85.771326)","(20.652816, 81.058063)",13.09,Cloudy,Low,6,High,Afternoon,Bike,4.6,5.0,47.46,1612.01,31.19,208.15019999999998,151.45,116.3153,155.31285,25.6121,1067.805,124831,120.42719499999998,"(12.554543, 85.771326)",2024,0.008554005014779983,475.91549999999995,Medium
ORD0052,"(17.813093, 87.348104)","(20.923667, 83.147978)",1.33,Cloudy,Low,1,Low,Evening,Bike,4.8,4.5,105.89,1007.65,10.55,189.62800000000001,90.65,40.8245,35.208425000000005,31.2545,530.425,298368,93.64387500000002,"(17.813093, 87.348104)",2024,0.0017777543168168166,321.1025,Low
ORD0053,"(21.578852, 83.34626)","(17.339274, 87.412689)",16.18,Cloudy,Low,4,Medium,Morning,Bicycle,2.9,4.7,44.07,1680.43,93.35,229.1536,147.5,161.8079,178.26315,25.6183,1163.815,488687,132.764585,"(21.578852, 83.34626)",2024,0.0023815141389069076,538.4615,High
ORD0054,"(12.839898, 86.389567)","(13.807188, 84.140009)",12.2,Rainy,High,7,Low,Evening,Bike,2.5,2.7,63.55,432.42,63.7,201.5734,107.6,93.6226,193.8275,17.034200000000002,460.21000000000004,329208,102.84909,"(12.839898, 86.389567)",2024,0.0013979307914752984,402.79600000000005,Medium
ORD0055,"(21.938144, 85.950928)","(16.471968, 87.586077)",24.68,Sunny,Medium,5,High,Night,Car,3.4,3.7,69.7,960.5,70.88,321.2,187.0,162.975,430.04900000000004,23.545,973.85,187641,167.62425,"(21.938144, 85.950928)",2024,0.00518996381387863,671.175,High
ORD0056,"(16.46274, 83.124063)","(21.308691, 82.256718)",12.27,Snowy,Medium,1,Medium,Morning,Bike,3.5,3.2,68.07,911.34,77.14,218.49179999999998,121.94999999999999,114.9902,208.80472499999996,22.7274,701.0699999999999,402031,116.27703,"(16.46274, 83.124063)",2024,0.001743820750141158,455.43199999999996,Medium
ORD0057,"(12.151614, 83.536485)","(21.417753, 78.073953)",19.52,Snowy,High,7,Low,Morning,Bike,3.0,3.6,15.42,1736.73,27.46,214.0246,156.4,143.9119,75.2496,20.4513,1258.7649999999999,202031,125.254685,"(12.151614, 83.536485)",2024,0.006230553726903296,514.3365,High
ORD0058,"(18.143633, 82.100522)","(17.856045, 87.01613)",16.66,Sunny,Medium,8,Medium,Afternoon,Bike,3.3,4.7,59.63,813.34,95.01,238.9918,153.9,138.54520000000002,248.35895000000002,20.059400000000004,739.87,300217,131.28308,"(18.143633, 82.100522)",2024,0.002464450713983552,531.437,High
ORD0059,"(20.80843, 84.140846)","(21.922618, 86.550825)",13.23,Cloudy,Low,1,Medium,Afternoon,Bicycle,2.6,4.6,24.49,1234.19,24.16,167.25879999999998,128.95,102.0257,81.000675,17.2399,881.695,126036,98.16745499999999,"(20.80843, 84.140846)",2024,0.006995580627757149,398.2345,Medium
ORD0060,"(14.369941, 78.390423)","(16.142483, 78.662479)",16.25,Cloudy,Low,8,Low,Afternoon,Bike,3.1,2.7,88.3,870.65,10.16,279.863,133.85,96.1995,358.71875,26.366500000000002,760.325,117159,135.705425,"(14.369941, 78.390423)",2024,0.006489684958048464,509.91249999999997,High
ORD0061,"(14.322621, 78.048464)","(18.558171, 86.580946)",2.73,Sunny,Low,9,Medium,Afternoon,Car,4.0,3.5,77.06,1598.74,12.65,169.40480000000002,81.65,65.2072,52.593450000000004,31.3994,853.97,273217,89.49228000000001,"(14.322621, 78.048464)",2024,0.003125610778245863,316.26200000000006,Low
ORD0062,"(21.407071, 87.17565)","(20.67778, 79.230353)",1.19,Rainy,Low,5,High,Morning,Car,2.8,4.4,112.41,745.3,55.52,193.04100000000003,69.15,54.879,33.441975,29.935,396.45,63618,91.94815,"(21.407071, 87.17565)",2024,0.006231726869753843,317.07000000000005,Low
ORD0063,"(13.690148, 80.640997)","(15.781756, 85.254477)",1.44,Cloudy,Low,3,Medium,Afternoon,Car,4.3,2.8,115.63,915.87,9.22,203.2824,72.6,37.8461,41.626799999999996,32.2847,486.735,58050,94.09551499999999,"(13.690148, 80.640997)",2024,0.008384754521963824,313.72849999999994,Low
ORD0064,"(16.879577, 87.630526)","(13.978662, 79.021404)",15.93,Snowy,High,8,Low,Evening,Bike,3.3,3.8,72.59,1677.86,68.17,269.8822,143.05,148.14079999999998,289.089675,31.2966,1157.53,77467,144.31441999999998,"(16.879577, 87.630526)",2024,0.014942233467153756,561.073,High
ORD0065,"(19.205708, 82.751826)","(18.260038, 86.506433)",11.44,Rainy,Medium,6,Low,Evening,Car,3.7,3.2,82.87,185.33,13.93,219.5316,119.79999999999998,58.28489999999999,237.00820000000002,18.427300000000002,321.465,200765,105.93313499999998,"(19.205708, 82.751826)",2024,0.0016012004084377256,397.6165,Medium
ORD0066,"(21.722421, 86.686697)","(16.64932, 87.883971)",11.18,Rainy,High,8,Low,Night,Bike,4.4,2.9,85.19,238.3,92.51,221.99099999999999,123.10000000000001,98.124,238.10604999999998,19.421,342.75,176387,113.70429999999999,"(21.722421, 86.686697)",2024,0.0019431704150532636,443.21500000000003,Medium
ORD0067,"(17.741606, 82.836676)","(13.045647, 78.023608)",24.9,Snowy,Medium,3,Low,Evening,Car,4.6,4.5,66.84,1813.25,15.12,335.72499999999997,206.5,161.5575,416.079,31.500500000000002,1404.625,430390,178.85132499999997,"(17.741606, 82.836676)",2024,0.0032636097492971493,703.7824999999999,High
ORD0068,"(18.131959, 82.591629)","(17.944584, 77.124149)",12.69,Snowy,Medium,10,High,Evening,Bicycle,4.6,2.7,71.98,1170.82,33.33,232.90640000000002,131.04999999999998,102.5496,228.35655,26.1042,839.2099999999999,424566,121.90604,"(18.131959, 82.591629)",2024,0.0019766302530113103,466.50600000000003,Medium
ORD0069,"(17.570105, 86.216081)","(14.92959, 85.928692)",3.12,Rainy,High,3,Low,Evening,Bicycle,3.7,4.1,53.53,1341.69,84.08,132.0888,85.4,94.7707,41.7534,24.1229,733.245,461922,80.571405,"(17.570105, 86.216081)",2024,0.0015873783885591074,312.2595,Low
ORD0070,"(16.032865, 82.008362)","(19.765919, 78.907022)",8.94,Sunny,Low,2,High,Night,Bicycle,4.2,3.5,72.91,498.89,6.8,190.8628,114.69999999999999,54.1267,162.95385,19.5709,428.245,153576,96.146205,"(16.032865, 82.008362)",2024,0.002788489086836485,359.68949999999995,Low
ORD0071,"(15.963105, 82.053527)","(13.993396, 83.135677)",22.84,Snowy,Low,2,Low,Morning,Bicycle,2.7,4.3,115.32,1444.92,3.88,384.59839999999997,175.6,136.6476,658.4771999999999,37.5132,1179.26,418111,186.00194,"(15.963105, 82.053527)",2024,0.0028204472018196125,696.846,High
ORD0072,"(12.097594, 78.076413)","(19.994171, 78.614499)",14.9,Rainy,High,8,Low,Evening,Bicycle,2.8,3.9,74.07,1924.41,90.53,268.7932,133.7,162.5973,275.91075,34.058099999999996,1260.205,481449,145.390795,"(12.097594, 78.076413)",2024,0.002617525428446211,565.0905,High
ORD0073,"(17.091127, 82.038006)","(17.372605, 87.820444)",22.1,Rainy,High,1,Medium,Morning,Bike,4.1,3.8,65.57,326.77,82.38,281.69039999999995,181.9,139.3931,362.27425,16.3817,605.385,313302,148.348765,"(17.091127, 82.038006)",2024,0.001932273014535496,602.9834999999999,High
ORD0074,"(16.734343, 79.574419)","(19.049631, 77.131806)",18.68,Sunny,High,1,Medium,Night,Bicycle,3.6,3.3,91.6,549.34,59.74,297.8268,155.8,121.0702,427.772,23.8134,648.27,443949,148.19393,"(16.734343, 79.574419)",2024,0.0014602352972976624,574.697,High
ORD0075,"(15.450302, 81.048616)","(12.313686, 81.756209)",7.6,Rainy,Low,6,Medium,Afternoon,Bike,3.2,4.5,69.67,220.57,83.17,169.7164,106.0,78.60210000000001,132.373,16.1397,262.28499999999997,275937,90.36111500000001,"(15.450302, 81.048616)",2024,0.0009505249386635354,354.31850000000003,Low
ORD0076,"(12.215745, 78.482179)","(19.931184, 79.451584)",2.29,Sunny,Medium,8,Medium,Afternoon,Car,4.5,4.6,79.35,672.02,1.32,150.7854,93.25,29.9806,45.427875,22.5902,381.81,119734,77.41879,"(12.215745, 78.482179)",2024,0.0031888185477809143,274.016,Low
ORD0077,"(17.981471, 86.95142)","(18.781496, 85.251288)",6.74,Rainy,Low,2,Low,Afternoon,Bike,3.2,3.0,79.09,291.97,6.78,178.39440000000002,89.7,39.1091,133.26665,18.7377,280.785,75146,84.819765,"(17.981471, 86.95142)",2024,0.003736526228940995,307.2035,Low
ORD0078,"(13.175292, 87.081743)","(17.005465, 80.652715)",16.35,Rainy,Medium,7,Low,Morning,Bicycle,4.4,3.0,104.6,1208.91,30.92,311.8782,149.75,117.1273,427.5525,33.009100000000004,931.455,399506,154.286195,"(13.175292, 87.081743)",2024,0.0023315169234003996,578.7555,High
ORD0079,"(12.123307, 84.813429)","(17.537451, 84.858854)",12.02,Sunny,Medium,6,Low,Morning,Bicycle,3.4,3.0,60.18,1416.3,97.57,214.756,118.1,139.35399999999998,180.8409,26.199,948.55,52848,119.4295,"(12.123307, 84.813429)",2024,0.017948645171056616,472.21,Medium
ORD0080,"(21.46076, 79.294489)","(17.241296, 79.143973)",24.26,Snowy,High,7,High,Afternoon,Bicycle,4.6,2.8,52.03,1030.11,84.51,292.7272,189.70000000000002,170.19830000000002,315.56195,20.7071,1000.255,372720,159.570745,"(21.46076, 79.294489)",2024,0.0026836633397724833,652.6255,High
ORD0081,"(13.362809, 81.139969)","(18.988702, 85.352561)",0.56,Sunny,Medium,2,Low,Night,Bike,4.1,4.9,16.48,1624.41,43.14,61.688199999999995,83.0,72.5423,2.3072000000000004,19.5401,823.4050000000001,94757,53.803844999999995,"(13.362809, 81.139969)",2024,0.008689648258176178,217.2305,Low
ORD0082,"(14.668125, 79.410968)","(18.396521, 80.921505)",14.09,Rainy,Medium,7,Low,Night,Bicycle,3.8,2.6,67.22,1036.37,88.66,234.2774,129.25,131.78109999999998,236.78244999999998,23.8077,799.9849999999999,105872,125.423465,"(14.668125, 79.410968)",2024,0.007556152712709686,495.3085,Medium
ORD0083,"(21.047258, 87.456557)","(15.704977, 78.651575)",9.59,Rainy,High,3,High,Night,Bicycle,4.9,4.2,15.23,240.39,83.16,104.3728,130.55,87.1517,36.513925,5.4498999999999995,311.995,166668,72.674555,"(21.047258, 87.456557)",2024,0.0018719550243598052,322.0745,Low
ORD0084,"(12.929956, 78.21257)","(18.693339, 84.602388)",21.74,Snowy,Medium,7,High,Evening,Bike,3.8,2.8,113.29,1780.36,60.43,379.4622,169.1,170.5858,615.73115,40.461600000000004,1324.98,303724,189.43117,"(12.929956, 78.21257)",2024,0.004362447485216842,719.1479999999999,High
ORD0085,"(20.647159, 78.225933)","(13.209912, 82.039972)",9.17,Rainy,Low,5,High,Evening,Bicycle,5.0,3.1,118.8,236.86,7.41,256.2972,120.64999999999999,47.4908,272.349,26.128600000000002,301.83000000000004,378320,118.59421999999999,"(20.647159, 78.225933)",2024,0.0007978166631423135,424.43799999999993,Medium
